Test temp,YS,Solidus temperature,W,Nb,Hf,Mo,Re,Zr,Ta,Ti,C,Y,Al,Si,V,Cr,YS_Class
2477.5944440000003,52.40006067,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,31.7158262,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,33.78424964,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,42.74741792,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
1088.7055556,496.4216274,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,1
1366.483333,477.1163419,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,1
1366.483333,427.4741792,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,1
1644.2611109999998,315.0898385,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
1783.15,130.3106772,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
1783.15,213.7370896,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
1922.038889,74.46324412,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
1922.038889,67.56849929,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2033.15,64.12112688,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2033.15,52.40006067,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2199.816667,63.43165239,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2199.816667,58.60533102,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2477.5944440000003,44.81584137,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2477.5944440000003,42.74741792,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,28.95792827,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,35.85267309,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2755.372222,28.95792827,3693.60864,0.999952875850675,1.9786966481623816e-06,1.0299374906095606e-06,1.915930616976556e-06,9.872536623161348e-07,2.0151883572185004e-06,1.0159474800086109e-06,3.840506877366464e-06,1.530543191232208e-05,2.067732806096567e-06,6.813308266029616e-06,6.545496526638319e-06,3.6087186812108106e-06,0.0,0
2199.816667,49.64216274,3670.98221,0.99785399433183,1.9785757884635085e-06,0.002099914271791,1.915813591055657e-06,9.871933604095998e-07,2.0150652685893e-06,1.0158854254705296e-06,3.840272297444802e-06,1.5304497049520467e-05,2.067606508028328e-06,6.812892106035549e-06,6.545096724708135e-06,3.6084982590184886e-06,0.0,0
2477.5944440000003,39.30004551,3670.98221,0.99785399433183,1.9785757884635085e-06,0.002099914271791,1.915813591055657e-06,9.871933604095998e-07,2.0150652685893e-06,1.0158854254705296e-06,3.840272297444802e-06,1.5304497049520467e-05,2.067606508028328e-06,6.812892106035549e-06,6.545096724708135e-06,3.6084982590184886e-06,0.0,0
1644.2611109999998,142.0317434,3670.98221,0.99785399433183,1.9785757884635085e-06,0.002099914271791,1.915813591055657e-06,9.871933604095998e-07,2.0150652685893e-06,1.0158854254705296e-06,3.840272297444802e-06,1.5304497049520467e-05,2.067606508028328e-06,6.812892106035549e-06,6.545096724708135e-06,3.6084982590184886e-06,0.0,0
2199.816667,50.95216426,3670.98221,0.99785399433183,1.9785757884635085e-06,0.002099914271791,1.915813591055657e-06,9.871933604095998e-07,2.0150652685893e-06,1.0158854254705296e-06,3.840272297444802e-06,1.5304497049520467e-05,2.067606508028328e-06,6.812892106035549e-06,6.545096724708135e-06,3.6084982590184886e-06,0.0,0
1644.2611109999998,552.2690605,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,1
1922.038889,409.5478426,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,1
2199.816667,97.21590204,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,0
2477.5944440000003,66.18955032,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,0
1644.2611109999998,131.0001517,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,0
1922.038889,127.5527793,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,0
2199.816667,85.49483584,3609.71237,0.9919541947065392,1.9782360608515785e-06,0.0079997218111178,1.915484639908076e-06,9.870238562416013e-07,2.01471927562023e-06,1.0157109947857905e-06,3.839612910756468e-06,1.530186921981349e-05,2.067251493565157e-06,6.811722311287722e-06,6.543972911259541e-06,3.607878668652864e-06,0.0,0
1922.038889,346.8056647,3522.13317,0.9829545721506616,1.9777178364247557e-06,0.0169993564391575,1.914982854024556e-06,9.867652926241018e-07,2.0141914939451914e-06,1.0154449162026996e-06,3.838607074678926e-06,1.529786069799818e-05,2.0667099503987208e-06,6.809937892855411e-06,6.542258633232669e-06,3.6069335383460655e-06,0.0,0
2477.5944440000003,91.0106317,3522.13317,0.9829545721506616,1.9777178364247557e-06,0.0169993564391575,1.914982854024556e-06,9.867652926241018e-07,2.0141914939451914e-06,1.0154449162026996e-06,3.838607074678926e-06,1.529786069799818e-05,2.0667099503987208e-06,6.809937892855411e-06,6.542258633232669e-06,3.6069335383460655e-06,0.0,0
1644.2611109999998,225.4581558,3522.13317,0.9829545721506616,1.9777178364247557e-06,0.0169993564391575,1.914982854024556e-06,9.867652926241018e-07,2.0141914939451914e-06,1.0154449162026996e-06,3.838607074678926e-06,1.529786069799818e-05,2.0667099503987208e-06,6.809937892855411e-06,6.542258633232669e-06,3.6069335383460655e-06,0.0,0
1922.038889,174.4370441,3522.13317,0.9829545721506616,1.9777178364247557e-06,0.0169993564391575,1.914982854024556e-06,9.867652926241018e-07,2.0141914939451914e-06,1.0154449162026996e-06,3.838607074678926e-06,1.529786069799818e-05,2.0667099503987208e-06,6.809937892855411e-06,6.542258633232669e-06,3.6069335383460655e-06,0.0,0
2199.816667,142.0317434,3522.13317,0.9829545721506616,1.9777178364247557e-06,0.0169993564391575,1.914982854024556e-06,9.867652926241018e-07,2.0141914939451914e-06,1.0154449162026996e-06,3.838607074678926e-06,1.529786069799818e-05,2.0667099503987208e-06,6.809937892855411e-06,6.542258633232669e-06,3.6069335383460655e-06,0.0,0
1922.038889,304.7477213,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
2199.816667,105.4895958,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
2477.5944440000003,50.33163723,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
1644.2611109999998,159.2686055,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
1922.038889,108.9369682,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
2199.816667,94.45800411,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
2199.816667,60.67375446,3657.64585,0.9647555594202156,1.979038690907112e-06,1.030115528332784e-06,1.9162618098188497e-06,0.0253995158245095,2.015536708016735e-06,0.0097997960073653,3.841170757559877e-06,1.5308077649830877e-05,2.06809023986744e-06,6.814486032546869e-06,6.54662799850879e-06,3.609342493882565e-06,0.0,0
1922.038889,298.5424509,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
2199.816667,169.6107227,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
1644.2611109999998,183.4002124,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
1922.038889,95.14747859,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
2199.816667,71.70534619,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
2199.816667,62.74217791,3631.62255,0.9430560000595654,1.97958585719168e-06,1.0304003355419124e-06,1.9167916194984465e-06,0.0469990833856374,2.0160939653038228e-06,0.0098997753296536,3.842232767687048e-06,1.5312310040036296e-05,2.0686620271992893e-06,6.816370107386236e-06,6.548438015733241e-06,3.610340407936083e-06,0.0,0
1922.038889,317.158262,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
2199.816667,174.4370441,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
2477.5944440000003,54.46848412,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
1644.2611109999998,188.2265337,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
1922.038889,131.0001517,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
2199.816667,109.6264427,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
2199.816667,73.77376963,3656.93166,0.94715598912889,1.9785925342971136e-06,1.0298832979806748e-06,1.915829805696412e-06,0.0271994803883593,2.015082323254524e-06,0.025599411908715,3.8403047998949314e-06,1.5304626580348903e-05,2.067624007380512e-06,6.812949767489936e-06,6.545152119655006e-06,3.6085287998306033e-06,0.0,0
1922.038889,365.4214758,3642.54159,0.9319794271082668,1.978956040125079e-06,1.0300725075195014e-06,1.9161817807937037e-06,0.0419637810573937,2.015452532964525e-06,0.0260116649711463,3.841010338378337e-06,1.5307438337120627e-05,2.0680038700170552e-06,6.814201438515267e-06,6.54635459105787e-06,3.609191756566961e-06,0.0,0
2477.5944440000003,64.81060136,3642.54159,0.9319794271082668,1.978956040125079e-06,1.0300725075195014e-06,1.9161817807937037e-06,0.0419637810573937,2.015452532964525e-06,0.0260116649711463,3.841010338378337e-06,1.5307438337120627e-05,2.0680038700170552e-06,6.814201438515267e-06,6.54635459105787e-06,3.609191756566961e-06,0.0,0
2199.816667,96.52642756,3642.54159,0.9319794271082668,1.978956040125079e-06,1.0300725075195014e-06,1.9161817807937037e-06,0.0419637810573937,2.015452532964525e-06,0.0260116649711463,3.841010338378337e-06,1.5307438337120627e-05,2.0680038700170552e-06,6.814201438515267e-06,6.54635459105787e-06,3.609191756566961e-06,0.0,0
2199.816667,84.80536135,3642.54159,0.9319794271082668,1.978956040125079e-06,1.0300725075195014e-06,1.9161817807937037e-06,0.0419637810573937,2.015452532964525e-06,0.0260116649711463,3.841010338378337e-06,1.5307438337120627e-05,2.0680038700170552e-06,6.814201438515267e-06,6.54635459105787e-06,3.609191756566961e-06,0.0,0
1922.038889,331.6372261,3657.25581,0.9880291065712516,1.9782437875061904e-06,0.0030891053121411,1.915492121466278e-06,9.87027711389418e-07,2.0147271447720923e-06,0.0088367201692321,3.839627907633429e-06,1.5301928986319987e-05,2.0672595678989557e-06,6.811748916720033e-06,6.5439984709080965e-06,3.6078927604151696e-06,0.0,0
